,Rk,Player,Team,2024-25,Player-additional,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
369,370,Jordan McLaughlin,SAS,"$2,087,519",mclaujo01,28.0,PG,46.0,0.0,6.8,0.7,1.6,0.431,0.4,1.0,0.413,0.3,0.6,0.462,0.563,0.4,0.5,0.773,0.1,0.5,0.7,1.1,0.3,0.0,0.3,0.4,2.1,,12.3,0.6,0.639,0.306,2.1,8.5,5.3,21.0,2.5,0.3,16.4,13.3,0.4,0.2,0.6,0.098,-1.6,0.0,-1.6,0.0
370,371,Sandro Mamukelashvili,SAS,"$2,087,519",mamuksa01,25.0,PF,61.0,0.0,11.2,2.3,4.6,0.502,1.0,2.6,0.373,1.3,2.0,0.675,0.609,0.7,1.0,0.741,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3,,19.7,0.628,0.573,0.206,9.7,19.7,14.7,10.7,1.6,2.3,7.8,20.8,1.6,0.6,2.2,0.152,3.3,-1.0,2.3,0.7
371,372,Doug McDermott,SAC,"$2,087,519",mcderdo01,33.0,SF,42.0,3.0,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,,9.5,0.617,0.863,0.043,1.0,6.2,3.6,2.8,0.6,0.6,4.8,15.7,0.4,0.1,0.4,0.061,-0.8,-2.4,-3.2,-0.1
372,373,Tyus Jones,PHO,"$2,087,519",jonesty01,28.0,PG,81.0,58.0,26.8,3.8,8.4,0.448,2.0,5.0,0.414,1.7,3.5,0.496,0.57,0.6,0.7,0.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2,,14.5,0.585,0.587,0.083,2.1,7.8,5.0,27.7,1.6,0.3,11.4,16.2,4.0,0.3,4.4,0.096,1.4,-1.3,0.1,1.1
373,374,Bol Bol,PHO,"$2,087,519",bolbo01,25.0,PF,36.0,10.0,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.612,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,18.4,0.627,0.508,0.142,5.1,20.4,13.0,7.7,1.0,5.2,9.3,21.1,0.6,0.3,0.9,0.097,1.7,-0.9,0.8,0.3
374,375,Monte Morris,PHO,"$2,087,519",morrimo01,29.0,PG,45.0,0.0,12.7,1.8,4.3,0.426,0.7,1.9,0.36,1.2,2.4,0.477,0.505,0.8,0.9,0.857,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,,13.1,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9.0,18.1,0.6,0.2,0.8,0.064,-1.0,-0.8,-1.8,0.0
375,376,Mason Plumlee,PHO,"$2,087,519",plumlma01,34.0,C,74.0,21.0,17.6,1.7,2.7,0.619,0.0,0.1,0.0,1.7,2.7,0.631,0.619,1.1,1.7,0.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,,14.8,0.645,0.02,0.634,10.2,28.4,19.5,13.6,1.3,3.4,18.6,10.8,2.4,1.3,3.7,0.136,-1.5,1.0,-0.6,0.5
376,377,Damion Lee,PHO,"$2,087,519",leeda03,32.0,SG,25.0,0.0,5.8,1.1,3.0,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0.0,0.4,0.2,3.3,,11.9,0.499,0.5,0.284,2.4,12.8,7.8,11.5,2.1,0.0,10.7,28.6,-0.2,0.1,-0.1,-0.031,-2.9,-2.1,-5.1,-0.1
377,378,Guerschon Yabusele,PHI,"$2,087,519",yabusgu01,29.0,C,70.0,43.0,27.1,4.0,8.0,0.501,1.5,3.9,0.38,2.5,4.1,0.616,0.593,1.4,2.0,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,,14.7,0.616,0.487,0.245,7.7,16.3,11.8,11.6,1.5,1.2,12.2,16.3,2.9,1.0,3.9,0.099,0.1,-1.1,-1.0,0.5
378,379,Kyle Lowry,PHI,"$2,087,519",lowryky01,38.0,PG,35.0,12.0,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,,9.8,0.525,0.752,0.282,1.8,10.0,5.8,19.2,2.5,1.6,13.8,10.1,0.6,0.4,1.0,0.07,-2.8,1.5,-1.3,0.1
379,380,Daniel Theis,OKC,"$2,087,519",theisda01,32.0,C,38.0,9.0,16.3,1.6,3.4,0.473,0.2,1.0,0.243,1.4,2.4,0.565,0.508,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,12.1,0.558,0.287,0.287,7.4,21.5,14.2,13.0,1.4,3.1,14.7,11.6,0.6,0.4,1.0,0.077,-3.3,0.0,-3.3,-0.2
380,381,Cameron Payne,NYK,"$2,087,519",payneca01,30.0,PG,72.0,5.0,15.1,2.5,6.2,0.401,1.3,3.6,0.363,1.2,2.6,0.453,0.506,0.7,0.8,0.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,,13.8,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10.0,20.8,1.3,1.0,2.3,0.099,-0.1,-0.2,-0.2,0.5
381,382,Delon Wright,NYK,"$2,087,519",wrighde01,32.0,PG,40.0,7.0,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1.0,1.7,1.9,0.9,0.3,0.6,0.6,3.1,,9.2,0.44,0.557,0.191,4.9,6.5,5.7,15.0,2.7,1.8,13.4,11.3,0.0,0.7,0.7,0.053,-2.8,1.4,-1.4,0.1
382,383,Joe Ingles,MIN,"$2,087,519",inglejo01,37.0,SF,19.0,1.0,6.0,0.3,1.2,0.261,0.2,0.8,0.2,0.2,0.4,0.375,0.326,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8,,2.4,0.326,0.652,0.0,2.0,8.6,5.4,25.4,0.9,0.0,28.1,12.2,-0.2,0.1,-0.1,-0.035,-6.9,-0.1,-7.0,-0.1
383,384,Gary Trent Jr.,MIL,"$2,087,519",trentga02,26.0,SG,74.0,9.0,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3.0,0.46,0.568,1.1,1.2,0.848,0.3,2.0,2.3,1.2,1.0,0.1,0.6,1.7,11.1,,11.7,0.591,0.659,0.14,1.2,8.2,4.8,6.4,1.8,0.2,5.7,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2
384,385,Taurean Prince,MIL,"$2,087,519",princta02,30.0,SF,80.0,73.0,27.1,2.9,6.4,0.457,1.8,4.2,0.439,1.1,2.2,0.492,0.6,0.5,0.6,0.813,0.4,3.2,3.6,1.9,1.0,0.2,1.0,2.1,8.2,,9.8,0.613,0.652,0.093,1.8,12.2,7.2,9.4,1.7,0.6,13.3,12.5,1.3,2.2,3.5,0.077,-2.0,0.3,-1.7,0.1
385,386,Alec Burks,MIA,"$2,087,519",burksal01,33.0,SG,49.0,14.0,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1.0,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9.0,16.5,0.9,0.9,1.8,0.1,0.0,0.3,0.3,0.5
386,387,Markieff Morris,LAL,"$2,087,519",morrima02,35.0,PF,15.0,2.0,11.0,1.4,4.7,0.3,0.6,2.4,0.25,0.8,2.3,0.353,0.364,0.3,0.4,0.833,0.2,1.3,1.5,1.4,0.1,0.2,0.3,1.1,3.7,,6.0,0.385,0.514,0.086,2.1,13.1,7.8,17.5,0.6,1.7,6.4,20.5,-0.3,0.1,-0.2,-0.044,-5.2,-2.5,-7.6,-0.2
387,388,Patty Mills,LAC,"$2,087,519",millspa02,36.0,PG,29.0,0.0,11.1,1.2,3.3,0.375,0.9,2.6,0.347,0.3,0.7,0.476,0.51,0.4,0.5,0.929,0.1,0.6,0.8,0.9,0.4,0.1,0.6,0.8,3.8,,8.4,0.543,0.781,0.146,1.4,6.0,3.7,11.1,1.9,0.9,14.3,15.6,0.0,0.1,0.1,0.017,-3.2,0.0,-3.2,-0.1
388,389,James Johnson,IND,"$2,087,519",johnsja01,37.0,PF,12.0,0.0,3.1,0.3,0.9,0.364,0.0,0.3,0.0,0.3,0.7,0.5,0.364,0.0,0.1,0.0,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.4,0.7,,0.0,0.35,0.273,0.091,0.0,17.9,9.0,13.7,0.0,4.9,25.9,18.0,-0.2,0.0,-0.1,-0.162,-9.6,-0.2,-9.7,-0.1
389,390,Thomas Bryant,IND,"$2,087,519",bryanth01,27.0,C,66.0,8.0,14.6,2.5,4.9,0.508,0.7,2.2,0.324,1.7,2.6,0.665,0.583,0.8,1.0,0.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,17.2,0.614,0.461,0.199,9.7,19.2,14.5,7.6,1.4,3.9,7.9,17.1,1.8,1.2,3.1,0.152,0.7,0.0,0.6,0.6
390,391,DeAndre Jordan,DEN,"$2,087,519",jordade01,36.0,C,56.0,5.0,12.3,1.6,2.5,0.65,0.0,0.0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,,15.4,0.621,0.0,0.457,14.0,30.3,22.6,9.5,1.1,3.5,19.2,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2
391,392,Vlatko Čančar,DEN,"$2,087,519",cancavl01,27.0,PF,13.0,0.0,10.5,0.8,2.0,0.385,0.3,1.2,0.267,0.5,0.8,0.545,0.462,0.0,0.0,,0.5,2.0,2.5,0.7,0.2,0.2,0.8,0.8,1.8,,4.6,0.462,0.577,0.0,5.1,20.0,12.9,7.7,1.1,1.3,29.7,11.5,-0.2,0.1,-0.1,-0.034,-6.5,-0.6,-7.1,-0.2
392,393,Spencer Dinwiddie,DAL,"$2,087,519",dinwisp01,31.0,PG,79.0,30.0,27.0,3.6,8.6,0.416,1.4,4.1,0.334,2.2,4.5,0.492,0.496,2.5,3.1,0.802,0.2,2.4,2.6,4.4,0.9,0.2,1.3,1.5,11.0,,13.0,0.553,0.478,0.356,0.9,9.5,5.3,22.1,1.6,0.7,11.4,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2
393,394,Tristan Thompson,CLE,"$2,087,519",thomptr01,33.0,C,40.0,0.0,8.2,0.8,1.8,0.437,0.0,0.1,0.0,0.8,1.7,0.456,0.437,0.2,0.8,0.233,0.8,2.6,3.4,0.6,0.1,0.3,0.4,0.9,1.7,,9.1,0.41,0.042,0.423,10.9,32.7,22.1,8.8,0.3,3.0,14.3,12.7,-0.2,0.5,0.4,0.057,-4.9,0.3,-4.6,-0.2
394,395,Seth Curry,CHO,"$2,087,519",curryse01,34.0,SG,68.0,14.0,15.6,2.4,5.0,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1
395,396,Taj Gibson,CHO,"$2,087,519",gibsota01,39.0,C,37.0,11.0,11.1,1.3,2.6,0.495,0.0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,10.8,0.515,0.021,0.211,13.0,18.4,15.6,7.5,1.1,4.3,19.4,13.4,0.0,0.4,0.4,0.043,-5.2,-0.1,-5.3,-0.3
396,397,Talen Horton-Tucker,CHI,"$2,087,519",hortota01,24.0,SG,58.0,0.0,12.5,2.3,5.0,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,,13.8,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1
397,398,Luke Kornet,BOS,"$2,087,519",kornelu01,29.0,C,73.0,16.0,18.6,2.6,3.8,0.668,0.0,0.0,0.0,2.6,3.8,0.675,0.668,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1.0,0.4,1.6,6.0,,19.6,0.683,0.011,0.346,15.2,15.8,15.5,11.9,1.3,4.8,8.8,11.4,4.8,2.2,7.0,0.246,1.6,1.7,3.3,1.8
398,399,Duop Reath,POR,"$2,048,780",reathdu01,28.0,C,46.0,0.0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,,13.7,0.552,0.639,0.133,9.9,11.4,10.6,8.0,1.2,2.7,8.3,17.0,0.6,0.4,1.0,0.105,0.2,-0.5,-0.3,0.2
399,400,Andrew Nembhard,IND,"$2,019,699",nembhan01,25.0,SG,65.0,65.0,28.9,3.8,8.3,0.458,0.8,2.7,0.291,3.0,5.6,0.538,0.506,1.7,2.1,0.794,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,10.0,,11.7,0.545,0.325,0.252,2.0,10.7,6.4,22.5,2.0,0.5,15.8,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1
400,401,Jaden Hardy,DAL,"$2,019,699",hardyja02,22.0,SG,57.0,3.0,15.9,3.2,7.3,0.435,1.3,3.5,0.386,1.8,3.8,0.479,0.527,1.1,1.5,0.698,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.6,8.7,,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6
401,402,Jabari Walker,POR,"$2,019,699",walkeja01,22.0,SF,60.0,1.0,12.5,2.0,3.8,0.515,0.5,1.2,0.389,1.5,2.6,0.573,0.576,0.8,1.2,0.69,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,,15.0,0.601,0.314,0.31,8.3,22.6,15.3,7.2,2.1,0.7,11.6,16.3,1.0,1.0,2.0,0.128,-1.2,0.5,-0.8,0.2
402,403,Caleb Houstan,ORL,"$2,019,699",houstca01,22.0,SF,58.0,6.0,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0.0
403,404,Jaylin Williams,OKC,"$2,019,699",willija07,22.0,PF,47.0,9.0,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19.0,1.3,3.7,13.0,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2
404,405,Josh Minott,MIN,"$2,019,699",minotjo01,22.0,SF,46.0,0.0,6.0,1.0,2.0,0.489,0.3,0.9,0.326,0.7,1.0,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1.0,0.4,0.3,0.3,0.2,0.7,2.6,,15.5,0.605,0.478,0.211,4.9,13.8,9.4,9.5,2.7,4.0,10.1,17.2,0.4,0.5,0.9,0.153,-0.7,2.9,2.2,0.3
405,406,Kennedy Chandler,MEM,"$2,019,699",chandke01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,407,Jose Alvarado,NOP,"$1,988,598",alvarjo01,26.0,PG,56.0,23.0,24.4,3.6,9.3,0.392,2.0,5.5,0.359,1.7,3.8,0.439,0.498,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3,,13.4,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1.0,13.4,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2
407,408,Reggie Jackson,CHO,"$4,033,748",jacksre01,34.0,PG,31.0,1.0,12.4,1.7,4.3,0.391,0.8,2.4,0.338,0.9,1.9,0.458,0.485,0.2,0.3,0.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,,9.8,0.496,0.556,0.068,2.3,10.4,6.2,17.1,2.1,0.8,11.0,17.5,0.0,0.2,0.1,0.015,-3.2,-0.8,-4.0,-0.2
408,409,Rayan Rupert,POR,"$1,891,857",ruperra01,20.0,SG,52.0,0.0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.8,1.6,0.506,0.465,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3.0,,8.1,0.499,0.415,0.211,6.0,10.6,8.2,7.6,1.7,0.8,16.2,16.8,-0.3,0.4,0.1,0.007,-4.1,-0.6,-4.7,-0.3
409,410,Ricky Council IV,PHI,"$1,891,857",councri01,23.0,SF,73.0,12.0,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,11.6,0.502,0.46,0.33,4.4,15.4,9.7,11.4,1.3,1.0,8.9,20.3,0.1,0.5,0.6,0.023,-2.0,-2.3,-4.3,-0.7
410,411,GG Jackson II,MEM,"$1,891,857",jacksgg01,20.0,PF,29.0,3.0,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,,9.3,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1.0,12.5,21.7,-0.4,0.4,0.1,0.009,-3.3,-2.0,-5.3,-0.4
411,412,Gui Santos,GSW,"$1,891,857",santogu01,22.0,PF,56.0,2.0,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,,11.7,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1
412,413,Jalen Pickett,DEN,"$1,891,857",pickeja02,25.0,SG,49.0,4.0,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,,10.9,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1
413,414,Hunter Tyson,DEN,"$1,891,857",tysonhu01,24.0,PF,51.0,2.0,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.9,0.478,0.471,0.4,0.5,0.75,0.5,1.0,1.5,0.4,0.2,0.1,0.3,0.9,2.6,,9.0,0.506,0.617,0.233,7.2,13.9,10.7,6.1,1.2,1.3,9.6,15.5,0.1,0.3,0.4,0.047,-3.3,-1.5,-4.8,-0.3
414,415,Julian Phillips,CHI,"$1,891,857",phillju01,21.0,SF,79.0,5.0,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1.0,1.7,0.582,0.533,0.8,1.0,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,,10.2,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,1.0,0.8,1.9,0.08,-2.6,-0.4,-3.0,-0.3
415,416,Jalen Wilson,BRK,"$1,891,857",wilsoja03,24.0,PF,79.0,22.0,25.7,3.1,7.8,0.397,1.5,4.6,0.337,1.6,3.3,0.481,0.495,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1.0,2.1,9.5,,9.5,0.541,0.584,0.266,4.0,11.4,7.5,10.8,1.0,0.2,10.2,16.6,0.9,1.0,1.9,0.046,-2.6,-1.3,-3.9,-1.0
416,417,Jordan Walsh,BOS,"$1,891,857",walshjo01,20.0,PF,52.0,1.0,7.8,0.6,1.6,0.361,0.3,1.1,0.273,0.3,0.5,0.536,0.452,0.1,0.2,0.583,0.4,0.9,1.3,0.4,0.2,0.2,0.3,0.6,1.6,,6.9,0.464,0.663,0.145,6.2,12.4,9.3,6.0,1.5,2.5,16.1,11.5,-0.2,0.5,0.4,0.044,-4.4,0.5,-3.9,-0.2
417,418,Sidy Cissoko,WAS,"$1,891,857",cissosi01,20.0,SF,22.0,0.0,5.2,0.6,1.4,0.433,0.1,0.6,0.231,0.5,0.8,0.588,0.483,0.1,0.4,0.333,0.4,0.6,1.0,0.7,0.1,0.0,0.5,0.5,1.5,,6.7,0.471,0.433,0.3,7.4,12.4,9.9,17.7,0.9,0.8,24.5,16.6,-0.2,0.1,-0.1,-0.045,-4.8,-0.3,-5.1,-0.1
418,419,Toumani Camara,POR,"$1,891,857",camarto01,24.0,PF,78.0,78.0,32.7,4.2,9.2,0.458,1.7,4.6,0.375,2.5,4.6,0.542,0.552,1.2,1.6,0.722,2.2,3.6,5.8,2.2,1.5,0.6,1.4,2.9,11.3,DEF2,12.5,0.572,0.503,0.176,7.2,12.1,9.6,9.6,2.2,1.8,12.4,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2
419,420,Leonard Miller,MIN,"$1,891,857",millele01,21.0,SF,13.0,0.0,2.5,0.5,1.2,0.4,0.0,0.4,0.0,0.5,0.8,0.6,0.4,0.6,0.6,1.0,0.2,0.6,0.8,0.0,0.2,0.1,0.2,0.2,1.5,,19.9,0.54,0.333,0.533,10.6,27.3,19.1,0.0,3.1,2.9,9.7,27.8,0.0,0.1,0.1,0.145,-3.4,-0.3,-3.7,0.0
420,421,Chris Livingston,MIL,"$1,891,857",livinch01,21.0,SF,21.0,1.0,5.0,0.4,1.3,0.333,0.0,0.4,0.0,0.4,0.9,0.474,0.333,0.6,0.8,0.75,0.5,1.2,1.7,0.2,0.2,0.0,0.3,0.4,1.4,,9.8,0.441,0.296,0.593,10.7,24.6,17.9,6.0,2.3,0.0,15.0,16.6,-0.1,0.2,0.1,0.035,-5.0,-1.1,-6.1,-0.1
421,422,Andre Jackson Jr.,MIL,"$1,891,857",jacksan01,23.0,SG,67.0,43.0,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1.0,1.8,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1.0,1.2,0.059,-3.6,0.2,-3.4,-0.3
422,423,Trayce Jackson-Davis,GSW,"$1,891,857",jackstr02,24.0,C,62.0,37.0,15.6,2.8,4.9,0.576,0.0,0.0,0.0,2.8,4.8,0.582,0.576,1.0,1.6,0.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,,18.5,0.587,0.01,0.338,13.2,21.7,17.3,16.1,1.2,3.7,11.5,17.1,1.9,1.4,3.4,0.167,0.3,0.9,1.2,0.8
423,424,Craig Porter Jr.,CLE,"$1,891,857",portecr01,24.0,PG,51.0,1.0,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1.0,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,,13.1,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.5,0.6,1.1,0.102,0.1,1.0,1.1,0.4
424,425,Maxwell Lewis,BRK,"$1,891,857",lewisma05,22.0,SF,28.0,1.0,11.7,1.6,3.9,0.417,0.7,1.8,0.38,0.9,2.1,0.448,0.505,0.3,0.4,0.7,0.6,1.3,2.0,0.7,0.3,0.3,0.5,1.0,4.1,,9.9,0.516,0.463,0.093,6.0,13.5,9.5,9.0,1.4,2.1,11.1,16.9,-0.1,0.3,0.2,0.03,-3.2,-1.1,-4.4,-0.2
425,426,Mouhamed Gueye,ATL,"$1,891,857",gueyemo02,22.0,PF,33.0,28.0,16.2,2.2,5.2,0.421,0.6,2.5,0.259,1.5,2.7,0.567,0.482,1.0,1.3,0.762,1.3,2.9,4.2,0.8,0.8,1.0,0.5,1.7,6.0,,14.4,0.52,0.474,0.246,8.8,20.0,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1.0,-0.6,0.2
426,427,Jonathan Mogbo,TOR,"$1,862,265",mogbojo01,23.0,PF,63.0,18.0,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,11.9,0.496,0.197,0.23,8.9,17.3,13.0,15.3,2.1,2.5,15.1,15.0,0.3,1.6,1.9,0.071,-2.9,1.0,-1.9,0.0
427,428,Jamal Shead,TOR,"$1,862,265",sheadja01,22.0,PG,75.0,11.0,19.6,2.7,6.7,0.405,1.0,3.0,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,9.9,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18.0,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8
428,429,Johnny Furphy,IND,"$1,850,842",furphjo01,20.0,SG,50.0,0.0,7.6,0.7,1.8,0.38,0.3,1.0,0.3,0.4,0.8,0.476,0.462,0.4,0.4,0.818,0.5,1.0,1.4,0.4,0.4,0.2,0.2,0.8,2.1,,9.8,0.506,0.543,0.239,6.8,14.0,10.4,6.2,2.3,2.6,10.6,13.0,0.1,0.5,0.5,0.07,-3.0,0.6,-2.5,0.0
429,430,Pacome Dadiet,NYK,"$1,808,080",dadiepa01,19.0,SG,18.0,0.0,6.2,0.6,1.7,0.323,0.3,1.1,0.316,0.2,0.7,0.333,0.419,0.2,0.3,0.667,0.2,0.8,1.0,0.3,0.2,0.1,0.2,0.4,1.7,,6.3,0.446,0.613,0.194,3.1,15.4,9.3,5.6,1.3,1.7,10.6,14.7,-0.1,0.1,0.0,0.002,-4.9,-1.5,-6.5,-0.1
430,431,Justin Champagnie,WAS,"$1,800,000",champju01,23.0,SF,62.0,31.0,21.6,3.4,6.6,0.511,1.2,3.1,0.383,2.2,3.5,0.624,0.601,0.8,1.2,0.685,1.8,3.9,5.7,1.0,1.0,0.6,0.9,1.8,8.8,,15.7,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5
